ID,词,NUM,chinese_text,图,词性,explain,eng_text,jp_text,ara_text,fr_text,de_text,pt_text,spa_text,ru_text
294803,机械手,,,,n,,,,,,,,,
294807,消耗品,,,,n,,,,,,,,,
294809,高娥,,,,PER,,,,,,,,,
294811,张羽,,,,PER,,,,,,,,,
294815,骑友,,,,n,,,,,,,,,
294817,球探网,,,,0,,,,,,,,,
294819,油机,,,,n,,,,,,,,,
294825,手术部,,,,n,,,,,,,,,
294827,胸中,,,"里,部分,前面,体",s,,,,,,,,,
294829,三少,,,,m,,,,,,,,,
294831,万或,,,,d,,,,,,,,,
294833,名商,,,,n,,,,,,,,,
294835,现生,,,,n,,,,,,,,,
294839,转码,,,,n,,,,,,,,,
294841,胸衣,,,,n,,,,,,,,,
294847,万市,,,,ns,,,,,,,,,
294849,野花,,,,n,,,,,,,,,
294851,张顺,,,,PER,,,,,,,,,
294853,岳丽娜,,,,PER,,,,,,,,,
294855,名德,,,,nr,,,,,,,,,
294857,老年节,,,,n,,,,,,,,,
294859,廖中莱,,,,PER,,,,,,,,,
294861,公益林,,,,n,,,,,,,,,
294863,小春,,,,PER,,,,,,,,,
294867,计制,,,,vn,,,,,,,,,
294869,自民,,,,nr,,,,,,,,,
294875,本则,,,,n,,,,,,,,,
294877,医者,,,,n,,,,,,,,,
294879,茶艺,,,,0,,,,,,,,,
294881,德贾加,,,,PER,,,,,,,,,
294885,姚锴夫,,,,PER,,,,,,,,,
294887,王哲,,,,PER,,,,,,,,,
294891,刘莎莎,,,,PER,,,,,,,,,
294893,朱天,,,,nr,,,,,,,,,
294897,小目,,,,n,,,,,,,,,
294899,李礼辉,,,,PER,,,,,,,,,
294901,中号,,,,n,,,,,,,,,
294903,吉大,,,,ORG,,,,,,,,,
294905,罗瑞卿,,,,PER,,,,,,,,,
294907,店名,,,,n,,,,,,,,,
294909,刘楠,,,,PER,,,,,,,,,
294911,苏瑞,,,,PER,,,,,,,,,
294915,张在,,,,nr,,,,,,,,,
294917,创卫,,,,vn,,,,,,,,,
294923,潘多,,,,nr,,,,,,,,,
294927,韩海,,,,nr,,,,,,,,,
294929,商集,,,,n,,,,,,,,,
294931,显色,,,,vn,,,,,,,,,
294933,挖煤,,,,vn,,,,,,,,,
294935,强电,,,,n,,,,,,,,,
294939,曾令华,,,,PER,,,,,,,,,
294941,知识面,,,"范围,知道",n,,,,,,,,,
294943,地接社,,,,ORG,,,,,,,,,
294945,幽深,,,,a,,,,,,,,,
294947,师范,,,"企业,学习,人,学习,指导",n,,,,,,,,,
294949,菜籽粕,,,,nz,,,,,,,,,
294953,模拟机,,,,0,,,,,,,,,
294955,中山装,,,,0,,,,,,,,,
294959,身怀,,,,v,,,,,,,,,
294965,会计法,,,,nz,,,,,,,,,
294967,橘红,,,,n,,,,,,,,,
294973,美科,,,,nt,,,,,,,,,
294977,绑架罪,,,,n,,,,,,,,,
294979,罗振宇,,,,PER,,,,,,,,,
294981,针扎,,,,vn,,,,,,,,,
294985,学术性,,,,n,,,,,,,,,
294991,二楚,,,,m,,,,,,,,,
294993,惯坏,,,,v,,,,,,,,,
294997,小奖,,,,n,,,,,,,,,
294999,关金,,,,nr,,,,,,,,,
295001,长以,,,,v,,,,,,,,,
295003,张雅,,,,PER,,,,,,,,,
295005,吐痰,,,,vn,,,,,,,,,
295007,林嘉欣,,,,PER,,,,,,,,,
295011,顾自,,,,v,,,,,,,,,
295015,从约,,,,v,,,,,,,,,
295017,传奇剧,,,,nz,,,,,,,,,
295019,摘抄,,,,v,,,,,,,,,
295021,谭望嵩,,,,PER,,,,,,,,,
295023,文库,,,,n,,,,,,,,,
295025,泰式,,,,a,,,,,,,,,
295029,陈雨露,,,,PER,,,,,,,,,
295037,衣机,,,,n,,,,,,,,,
295041,罗京,,,,PER,,,,,,,,,
295043,老头子,,,"人,雄,旧",PER,,,,,,,,,
295045,此景,,,,n,,,,,,,,,
295047,信息源,,,,n,,,,,,,,,
295049,迎送,,,,v,,,,,,,,,
295053,完场,,,,n,,,,,,,,,
295055,这么远,,,,a,,,,,,,,,
295057,献计,,,,v,,,,,,,,,
295059,港中,,,,s,,,,,,,,,
295061,本草,,,"草,药",n,,,,,,,,,
295063,桃树,,,"树,包,种子,毛",0,,,,,,,,,
295065,饭点,,,,0,,,,,,,,,
295073,范特西,,,,nz,,,,,,,,,
295075,促销战,,,,n,,,,,,,,,
295079,分方,,,,n,,,,,,,,,
295087,互生,,,,v,,,,,,,,,
295089,多客,,,,a,,,,,,,,,
295093,进资,,,,vn,,,,,,,,,
295095,方回,,,,PER,,,,,,,,,
295097,稳益,,,,n,,,,,,,,,
295099,土楼,,,,n,,,,,,,,,
295103,康仁堂,,,,nz,,,,,,,,,
295105,乐声,,,"声音,音乐",n,,,,,,,,,
295107,苗苗,,,,nr,,,,,,,,,
295111,饱胀,,,,a,,,,,,,,,
295117,徐刚,,,,nr,,,,,,,,,
295119,协鑫,,,,vn,,,,,,,,,
295123,古交,,,,LOC,,,,,,,,,
295125,领导团,,,,n,,,,,,,,,
295127,时刻表,,,"信息,秩序,时间",n,,,,,,,,,
295129,狒狒,,,,0,,,,,,,,,
295135,曹广晶,,,,PER,,,,,,,,,
295137,格非,,,,PER,,,,,,,,,
295139,暖阳,,,,n,,,,,,,,,
295143,飞溅,,,"液体,射,反",vn,,,,,,,,,
295145,顺特,,,,nr,,,,,,,,,
295147,巴库,,,,ns,,,,,,,,,
295151,交方,,,,n,,,,,,,,,
295155,梁平,,,,LOC,,,,,,,,,
295159,发麻,,,"失去,感觉",v,,,,,,,,,
295161,芳芳,,,,PER,,,,,,,,,
295163,绚丽多彩,,,"美,清楚",0,,,,,,,,,
295165,根系,,,"系统,部件,来源",n,,,,,,,,,
295167,时流,,,,n,,,,,,,,,
295169,石墨矿,,,,0,,,,,,,,,
295171,冯亚兰,,,,PER,,,,,,,,,
295175,应用性,,,,n,,,,,,,,,
295179,火葬,,,"体,死,围,贴,形式,尊重,烧N",v,,,,,,,,,
295183,脚步声,,,"声音,走",n,,,,,,,,,
295185,王跃思,,,,PER,,,,,,,,,
295189,转速表,,,,0,,,,,,,,,
295193,默念,,,,v,,,,,,,,,
295195,赋闲,,,,v,,,,,,,,,
295197,生活性,,,,n,,,,,,,,,
295201,津京,,,,LOC,,,,,,,,,
295203,昏招,,,,n,,,,,,,,,
295207,雷战,,,,nr,,,,,,,,,
295211,中易,,,,a,,,,,,,,,
295215,关咏荷,,,,PER,,,,,,,,,
295217,郭峰,,,,PER,,,,,,,,,
295219,米粥,,,,0,,,,,,,,,
295221,大良,,,,LOC,,,,,,,,,
295223,臧嘉亮,,,,PER,,,,,,,,,
295225,肉身,,,"体,生物",n,,,,,,,,,
295227,徐扬扬,,,,PER,,,,,,,,,
295229,福建人,,,,n,,,,,,,,,
295231,再听,,,,v,,,,,,,,,
295233,插秧,,,"植物,生长,新,里V",vn,,,,,,,,,
295235,所急,,,,a,,,,,,,,,
295239,小五,,,,PER,,,,,,,,,
295241,借记,,,,v,,,,,,,,,
295243,汉莎,,,,ORG,,,,,,,,,
295245,自感,,,"感觉,自己",n,,,,,,,,,
295247,烈士墓,,,,0,,,,,,,,,
295249,养料,,,"材料,成分,生物",n,,,,,,,,,
295251,思虑,,,想,vn,,,,,,,,,
295253,高晨,,,,PER,,,,,,,,,
295255,奥克,,,,PER,,,,,,,,,
295257,抓不住,,,,v,,,,,,,,,
295259,财神爷,,,,nz,,,,,,,,,
295261,男优,,,,n,,,,,,,,,
295265,杨庚霖,,,,PER,,,,,,,,,
295269,误把,,,,vn,,,,,,,,,
295271,路工,,,,n,,,,,,,,,
295273,光良,,,,PER,,,,,,,,,
295277,六犯,,,,nz,,,,,,,,,
295281,小事情,,,,n,,,,,,,,,
295283,游手好闲,,,"努力,反",0,,,,,,,,,
295285,波利斯,,,,PER,,,,,,,,,
295287,子乔,,,,PER,,,,,,,,,
295289,导播,,,,vn,,,,,,,,,
295291,曾剑,,,,PER,,,,,,,,,
295293,大公网,,,,0,,,,,,,,,
295295,泰基,,,,nr,,,,,,,,,
295297,黄金类,,,,n,,,,,,,,,
295299,刘佳宇,,,,PER,,,,,,,,,
295301,文介,,,,nr,,,,,,,,,
295303,遭罪,,,,v,,,,,,,,,
295305,安检机,,,,n,,,,,,,,,
295309,白骨精,,,,PER,,,,,,,,,
295311,复健,,,,vn,,,,,,,,,
295313,水客,,,,n,,,,,,,,,
295315,傅军,,,,nr,,,,,,,,,
295317,虚无,,,无A,a,,,,,,,,,
295319,水闸,,,"部件,开,水",n,,,,,,,,,
295323,科布拉,,,,nr,,,,,,,,,
295325,还原度,,,,n,,,,,,,,,
295327,师部,,,,n,,,,,,,,,
295329,花漾,,,,n,,,,,,,,,
295333,成比例,,,,v,,,,,,,,,
295337,鹏程,,,,n,,,,,,,,,
295339,喝尿,,,,v,,,,,,,,,
295341,紧固件,,,,n,,,,,,,,,
295345,样本量,,,,nz,,,,,,,,,
295347,蓝玻璃,,,,PER,,,,,,,,,
295349,拖延症,,,,nz,,,,,,,,,
295351,后视,,,,n,,,,,,,,,
295355,百会,,,,n,,,,,,,,,
295357,汗毛,,,,n,,,,,,,,,
295359,长衫,,,"服装,长",n,,,,,,,,,
295361,对敲,,,,vn,,,,,,,,,
295363,某年,,,,r,,,,,,,,,
295365,严先生,,,,PER,,,,,,,,,
295367,陈少,,,,nr,,,,,,,,,
295369,瓦尼,,,,PER,,,,,,,,,
295373,路学长,,,,PER,,,,,,,,,
295375,斋藤,,,,PER,,,,,,,,,
295377,发胶,,,,n,,,,,,,,,
295379,领路人,,,,n,,,,,,,,,
295385,会车,,,,v,,,,,,,,,
295389,张兆辉,,,,PER,,,,,,,,,
295393,华广,,,,ORG,,,,,,,,,
295397,阿皮亚,,,,PER,,,,,,,,,
295399,悍匪,,,,PER,,,,,,,,,
295401,钳子,,,"具,压，关",0,,,,,,,,,
295403,砍向,,,,v,,,,,,,,,
295405,失策,,,,vn,,,,,,,,,
295409,整人,,,"人,坏V",vn,,,,,,,,,
295411,陈力,,,,PER,,,,,,,,,
295419,功利主义,,,"理论,利益",nz,,,,,,,,,
295421,关市,,,,ns,,,,,,,,,
295423,淋雨,,,,v,,,,,,,,,
295425,繁荣期,,,,n,,,,,,,,,
295427,聊着,,,,v,,,,,,,,,
295429,本尊,,,,n,,,,,,,,,
295433,求偿,,,,v,,,,,,,,,
295435,批改,,,,vn,,,,,,,,,
295437,尔盖,,,,nr,,,,,,,,,
295439,评书,,,,0,,,,,,,,,
295445,盛海琳,,,,nr,,,,,,,,,
295447,订货量,,,,n,,,,,,,,,
295449,亿豪,,,,nr,,,,,,,,,
295451,弹弹堂,,,,nz,,,,,,,,,
295453,仙本那,,,,LOC,,,,,,,,,
295455,王津,,,,nr,,,,,,,,,
295459,山峦,,,"山,连接",n,,,,,,,,,
295461,卡哇伊,,,,a,,,,,,,,,
295463,法拉盛,,,,LOC,,,,,,,,,
295467,佩特罗,,,,nr,,,,,,,,,
295471,保释金,,,,n,,,,,,,,,
295475,趣游,,,,0,,,,,,,,,
295477,主办者,,,,n,,,,,,,,,
295479,格蕾丝,,,"人,G",NR,,,,,,,,,
295481,导引头,,,,n,,,,,,,,,
295483,有了钱,,,,v,,,,,,,,,
295485,登记处,,,,0,,,,,,,,,
295487,先民,,,"人,以前,长",n,,,,,,,,,
295489,常健,,,,nr,,,,,,,,,
295491,键盘手,,,,PER,,,,,,,,,
295493,长单,,,,n,,,,,,,,,
295499,厌食症,,,,0,,,,,,,,,
295503,米汤,,,"液体,麦,块",0,,,,,,,,,
295505,日支,,,,n,,,,,,,,,
295507,斯太尔,,,,nz,,,,,,,,,
295509,型钢,,,,n,,,,,,,,,
295511,天宏,,,,ORG,,,,,,,,,
295515,核工,,,,n,,,,,,,,,
295517,杨欣,,,,PER,,,,,,,,,
295519,婴儿床,,,,0,,,,,,,,,
295521,黄惠康,,,,PER,,,,,,,,,
295523,韩国东,,,,LOC,,,,,,,,,
295531,小黑裙,,,,n,,,,,,,,,
295533,移民者,,,,n,,,,,,,,,
295535,博达,,,,nt,,,,,,,,,
295537,梧桐树,,,,0,,,,,,,,,
295539,尿尿,,,,vn,,,,,,,,,
295541,甲类,,,,n,,,,,,,,,
295543,美食街,,,,0,,,,,,,,,
295549,姜堰,,,,LOC,,,,,,,,,
295551,博塔,,,,PER,,,,,,,,,
295553,后处,,,,n,,,,,,,,,
295555,王志强,,,,PER,,,,,,,,,
295557,家禽业,,,,n,,,,,,,,,
295559,盐城舰,,,,0,,,,,,,,,
295563,蔡奇,,,,PER,,,,,,,,,
295565,酸雨,,,"水,天空,性质,酸",n,,,,,,,,,
295567,鲸鲨,,,,0,,,,,,,,,
295571,短语,,,"组,组,字符",n,,,,,,,,,
295573,江杰,,,,PER,,,,,,,,,
295575,晨兴,,,,vn,,,,,,,,,
295577,黄永胜,,,,PER,,,,,,,,,
295579,哈伦裤,,,,0,,,,,,,,,
295581,造节,,,,vn,,,,,,,,,
295585,护航舰,,,,0,,,,,,,,,
295587,李振江,,,,PER,,,,,,,,,
295589,粉笔,,,"棍,写,物,点",n,,,,,,,,,
295593,记性,,,"能力,记",n,,,,,,,,,
295599,街市,,,"地方,卖,路,房屋",n,,,,,,,,,
295601,油藏,,,,n,,,,,,,,,
295607,谁人,,,,r,,,,,,,,,
295609,时风,,,,nt,,,,,,,,,
295611,波鸿,,,,LOC,,,,,,,,,
295613,可恶,,,"可以A,反,喜欢",a,,,,,,,,,
295615,创意园,,,,LOC,,,,,,,,,
295619,新奥拓,,,,0,,,,,,,,,
295621,缴费期,,,,n,,,,,,,,,
295623,玉环县,,,,LOC,,,,,,,,,
295627,美企,,,,n,,,,,,,,,
295629,大禹,,,,nr,,,,,,,,,
295633,嫌隙,,,,n,,,,,,,,,
295635,哭穷,,,,v,,,,,,,,,
295637,罩衫,,,,n,,,,,,,,,
295639,讲评,,,,vn,,,,,,,,,
295641,徐小明,,,,PER,,,,,,,,,
295643,辉立,,,,nr,,,,,,,,,
295645,紫砂,,,,n,,,,,,,,,
295647,滕站,,,,PER,,,,,,,,,
295649,哥特,,,,nz,,,,,,,,,
295651,陶玉春,,,,PER,,,,,,,,,
295653,策展,,,,n,,,,,,,,,
295655,德雷克,,,,PER,,,,,,,,,
295659,道达,,,,PER,,,,,,,,,
295661,电视棒,,,,0,,,,,,,,,
295663,叶蓁蓁,,,,PER,,,,,,,,,
295665,扬升,,,,v,,,,,,,,,
295667,尔克,,,,nr,,,,,,,,,
295669,李小萌,,,,PER,,,,,,,,,
295673,陪酒女,,,,n,,,,,,,,,
295675,残疾证,,,,n,,,,,,,,,
295677,短工,,,,n,,,,,,,,,
295679,郭志平,,,,PER,,,,,,,,,
295683,降低机,,,,n,,,,,,,,,
295685,赵柯,,,,PER,,,,,,,,,
295689,北南,,,,nr,,,,,,,,,
295691,一箭,,,,m,,,,,,,,,
295693,舟山港,,,,ns,,,,,,,,,
295695,长卷,,,,n,,,,,,,,,
295699,赠给,,,"给,让",v,,,,,,,,,
295707,不唯,,,,v,,,,,,,,,
295709,王忠磊,,,,PER,,,,,,,,,
295713,豪夺,,,,n,,,,,,,,,
295715,旭日,,,,n,,,,,,,,,
295717,钾盐,,,"物,结合,元素,氢,4,秩序0",0,,,,,,,,,
295719,中山陵,,,,LOC,,,,,,,,,
295721,客运段,,,,nz,,,,,,,,,
295723,蓝翔,,,,nt,,,,,,,,,
295727,佐罗,,,,nr,,,,,,,,,
295729,弃子,,,,v,,,,,,,,,
295731,解热,,,,v,,,,,,,,,
295733,公屋,,,,n,,,,,,,,,
295735,尔顿,,,,PER,,,,,,,,,
295737,先成,,,,PER,,,,,,,,,
295739,磷脂,,,"油,生物,氮,3,秩序0",0,,,,,,,,,
295743,大公开,,,,v,,,,,,,,,
295745,刘小锋,,,,PER,,,,,,,,,
295747,七宗罪,,,,0,,,,,,,,,
295749,收杆,,,,v,,,,,,,,,
295751,近似于,,,,v,,,,,,,,,
295753,业务性,,,,n,,,,,,,,,
295755,肠梗阻,,,,0,,,,,,,,,
295761,缉拿,,,"拿,强,国家",v,,,,,,,,,
295763,经事,,,,v,,,,,,,,,
295765,博发,,,,nr,,,,,,,,,
295767,东来,,,,ORG,,,,,,,,,
295773,局主,,,,PER,,,,,,,,,
295775,和平里,,,,LOC,,,,,,,,,
295777,抵用券,,,,n,,,,,,,,,
295781,吉晓辉,,,,PER,,,,,,,,,
295787,齐平,,,,nr,,,,,,,,,
295789,麂皮,,,,n,,,,,,,,,
295791,两器,,,,n,,,,,,,,,
295795,兰桂坊,,,,LOC,,,,,,,,,
295799,王三运,,,,PER,,,,,,,,,
295801,文超,,,,PER,,,,,,,,,
295809,舒曼,,,,PER,,,,,,,,,
295811,校校,,,,n,,,,,,,,,
295821,美汇,,,,nt,,,,,,,,,
295823,妖媚,,,,n,,,,,,,,,
295825,腺癌,,,,0,,,,,,,,,
295827,好奇号,,,,0,,,,,,,,,
295829,山岭,,,"组,山,长",n,,,,,,,,,
295831,种物,,,,n,,,,,,,,,
295833,翼装,,,,0,,,,,,,,,
295837,吴阳,,,,LOC,,,,,,,,,
295839,青峰,,,"山,青",nr,,,,,,,,,
295841,茜茜,,,,PER,,,,,,,,,
295843,货运业,,,,n,,,,,,,,,
295845,白兰地,,,,0,,,,,,,,,
295849,高大全,,,,PER,,,,,,,,,
295853,弗洛,,,,PER,,,,,,,,,
295855,竟以,,,,v,,,,,,,,,
295857,施舍,,,"给,惋惜",vn,,,,,,,,,
295859,洗衣店,,,,0,,,,,,,,,
295861,经济网,,,,0,,,,,,,,,
295863,愉悦感,,,,n,,,,,,,,,
295867,普者黑,,,,LOC,,,,,,,,,
295869,南南,,,,s,,,,,,,,,
295871,吃食,,,"物,吃",v,,,,,,,,,
295875,迷药,,,,0,,,,,,,,,
295877,胡春,,,,nz,,,,,,,,,
295881,吊死,,,,v,,,,,,,,,
295883,安培,,,"单位,流,电",ns,,,,,,,,,
295885,孙永,,,,PER,,,,,,,,,
295889,零售点,,,,n,,,,,,,,,
295893,抱养,,,,v,,,,,,,,,
295897,受益方,,,,n,,,,,,,,,
295901,雪松,,,,0,,,,,,,,,
295903,女儿红,,,,0,,,,,,,,,
295905,李振,,,,PER,,,,,,,,,
295907,验血,,,,vn,,,,,,,,,
295909,金蛋,,,,n,,,,,,,,,
295911,民监,,,,nz,,,,,,,,,
295913,拜祭,,,,vn,,,,,,,,,
295915,飘飘然,,,,a,,,,,,,,,
295917,化处,,,,n,,,,,,,,,
295919,盘龙区,,,,LOC,,,,,,,,,
295923,滤料,,,,n,,,,,,,,,
295925,曹林,,,,nr,,,,,,,,,
295929,姜东润,,,,PER,,,,,,,,,
295935,刹车灯,,,,n,,,,,,,,,
295937,转以,,,,v,,,,,,,,,
295941,布罗德,,,,PER,,,,,,,,,
295943,星浩,,,,nr,,,,,,,,,
295947,罗莎,,,,PER,,,,,,,,,
295953,高夫,,,,n,,,,,,,,,
295955,于吉,,,,PER,,,,,,,,,
295959,海源,,,,LOC,,,,,,,,,
295961,护手霜,,,,0,,,,,,,,,
295965,致死率,,,,n,,,,,,,,,
295967,相反地,,,,d,,,,,,,,,
295969,韩魏,,,,nr,,,,,,,,,
295971,消费端,,,,n,,,,,,,,,
295973,松露,,,,0,,,,,,,,,
295975,姜明安,,,,PER,,,,,,,,,
295981,早睡,,,,vn,,,,,,,,,
295983,正身,,,,n,,,,,,,,,
295985,康复期,,,,n,,,,,,,,,
295987,功名,,,"位置,社会,政府",n,,,,,,,,,
295991,佛经,,,"文章,宗教,知道",n,,,,,,,,,
295993,处於,,,,v,,,,,,,,,
295995,花环,,,,n,,,,,,,,,
295997,智美,,,,nt,,,,,,,,,
295999,薄板,,,"片,硬,细,片",n,,,,,,,,,
296001,领导组,,,,n,,,,,,,,,
296005,黔南州,,,,LOC,,,,,,,,,
296007,脑梗塞,,,,nz,,,,,,,,,
296009,杜峰,,,,nr,,,,,,,,,
296013,杨玏,,,,nr,,,,,,,,,
296015,翁美玲,,,,PER,,,,,,,,,
296017,薛必群,,,,nr,,,,,,,,,
296019,氯化铵,,,"氯,4,氢,氮",0,,,,,,,,,
296021,黑裙,,,,n,,,,,,,,,
296023,沈阳北,,,,LOC,,,,,,,,,
296025,老谢,,,,a,,,,,,,,,
296027,臣服,,,,vn,,,,,,,,,
296029,险要,,,"危险N,重要",a,,,,,,,,,
296033,会徽,,,,PER,,,,,,,,,
296035,南宁站,,,,LOC,,,,,,,,,
296037,凯里市,,,,LOC,,,,,,,,,
296043,三基,,,,m,,,,,,,,,
296049,方知,,,,nr,,,,,,,,,
296053,寄居,,,"生命V,房屋,用",vn,,,,,,,,,
296055,韩晓,,,,PER,,,,,,,,,
296057,房云云,,,,PER,,,,,,,,,
296059,养身,,,,vn,,,,,,,,,
296063,塑型,,,,n,,,,,,,,,
296065,年维泗,,,,PER,,,,,,,,,
296067,霍乱,,,"病,传,消化,快,。,生物,细胞,弯",0,,,,,,,,,
296069,葛鹏,,,,PER,,,,,,,,,
296071,晚霞,,,"显示N,雾,天空,。,日,白,以后",n,,,,,,,,,
296073,会阴,,,,n,,,,,,,,,
296075,侦听,,,,vn,,,,,,,,,
296079,浅薄,,,"少,短,里",a,,,,,,,,,
296081,胡桃,,,,0,,,,,,,,,
296083,威震,,,,v,,,,,,,,,
296085,药事,,,,n,,,,,,,,,
296087,鼎城区,,,,LOC,,,,,,,,,
296089,李文博,,,,PER,,,,,,,,,
296093,改弦更张,,,变,0,,,,,,,,,
296095,报审,,,,v,,,,,,,,,
296097,中布,,,,ns,,,,,,,,,
296101,独胆,,,,v,,,,,,,,,
296103,回校,,,,v,,,,,,,,,
296105,都人,,,,PER,,,,,,,,,
296107,桑拿房,,,,n,,,,,,,,,
296111,发软,,,,v,,,,,,,,,
296117,名菲,,,,nr,,,,,,,,,
296119,承担者,,,,n,,,,,,,,,
296121,鑫业,,,,n,,,,,,,,,
296125,廖耀湘,,,,PER,,,,,,,,,
296127,用户端,,,,n,,,,,,,,,
296129,李昌,,,,PER,,,,,,,,,
296131,兆头,,,,n,,,,,,,,,
296133,永济市,,,,LOC,,,,,,,,,
296137,地堡,,,,n,,,,,,,,,
296139,了境,,,,n,,,,,,,,,
296141,耿彦波,,,,PER,,,,,,,,,
296145,阿狸,,,,PER,,,,,,,,,
296147,范平明,,,,PER,,,,,,,,,
296149,胃粘膜,,,,0,,,,,,,,,
296151,修理工,,,,n,,,,,,,,,
296157,解码器,,,,0,,,,,,,,,
296159,艾格,,,,0,,,,,,,,,
296163,该桥,,,,n,,,,,,,,,
296167,银海,,,,ns,,,,,,,,,
296169,氧化镝,,,,0,,,,,,,,,
296171,地球仪,,,"具,模仿,球,地",n,,,,,,,,,
296177,瑞福,,,,n,,,,,,,,,
296179,高温日,,,,t,,,,,,,,,
296181,刮倒,,,,v,,,,,,,,,
296189,闪迪,,,,nt,,,,,,,,,
296193,重量箱,,,,nz,,,,,,,,,
296195,蒜泥,,,,0,,,,,,,,,
296197,东端,,,,f,,,,,,,,,
296199,向飞,,,,nr,,,,,,,,,
296201,心肌炎,,,,0,,,,,,,,,
296203,微支付,,,,nz,,,,,,,,,
296205,财务性,,,,n,,,,,,,,,
296207,起劲,,,"兴奋,做",v,,,,,,,,,
296209,机腹,,,,n,,,,,,,,,
296211,调酒师,,,,n,,,,,,,,,
296213,纾缓,,,,v,,,,,,,,,
296217,疏松,,,松,a,,,,,,,,,
296223,实验鼠,,,,n,,,,,,,,,
296227,起始于,,,,v,,,,,,,,,
296231,刘浩龙,,,,PER,,,,,,,,,
296233,张保,,,,PER,,,,,,,,,
296235,沂南县,,,,LOC,,,,,,,,,
296237,航材,,,,n,,,,,,,,,
296239,抽风,,,,0,,,,,,,,,
296241,陈柏青,,,,PER,,,,,,,,,
296243,沈伟,,,,PER,,,,,,,,,
296245,阜康,,,,LOC,,,,,,,,,
296247,朱晔,,,,PER,,,,,,,,,
296249,自实,,,,a,,,,,,,,,
296255,多极,,,,a,,,,,,,,,
296257,布鲁日,,,,LOC,,,,,,,,,
296263,转去,,,,v,,,,,,,,,
296265,李小平,,,,PER,,,,,,,,,
296267,笔伐,,,,n,,,,,,,,,
296273,饱尝,,,,v,,,,,,,,,
296275,优等生,,,,PER,,,,,,,,,
296277,同奥,,,,0,,,,,,,,,
296279,电磁炮,,,,0,,,,,,,,,
296281,狮山,,,,LOC,,,,,,,,,
296287,兑现期,,,,n,,,,,,,,,
296291,吉恩,,,,PER,,,,,,,,,
296295,东大街,,,,LOC,,,,,,,,,
296297,响水县,,,,LOC,,,,,,,,,
296299,裂隙,,,"洞,线",n,,,,,,,,,
296301,国轩,,,,ORG,,,,,,,,,
296303,秦军,,,,PER,,,,,,,,,
296311,刚烈,,,,a,,,,,,,,,
296313,面点,,,,n,,,,,,,,,
296317,田颖,,,,PER,,,,,,,,,
296319,耳根,,,"部分,来源,耳",n,,,,,,,,,
296321,姚麦,,,,nr,,,,,,,,,
296323,达赫迪,,,,PER,,,,,,,,,
296325,收服,,,,v,,,,,,,,,
296327,难吃,,,"味,吃,坏",a,,,,,,,,,
296329,国典,,,,nz,,,,,,,,,
296331,立民,,,,nr,,,,,,,,,
296333,御景湾,,,,ns,,,,,,,,,
296339,主产,,,"生产,主要",v,,,,,,,,,
296341,粘液,,,"液体,连接,贴",n,,,,,,,,,
296349,王教,,,,PER,,,,,,,,,
296351,细读,,,,vn,,,,,,,,,
296353,张志斌,,,,PER,,,,,,,,,
296355,笑嘻嘻,,,笑,v,,,,,,,,,
296357,少大,,,,nr,,,,,,,,,
296359,彭州市,,,,LOC,,,,,,,,,
296363,黄球,,,,nr,,,,,,,,,
296365,李国平,,,,PER,,,,,,,,,
296367,先贤,,,,n,,,,,,,,,
296369,华银,,,,nz,,,,,,,,,
296371,差点儿,,,,d,,,,,,,,,
296373,港联,,,,nt,,,,,,,,,
296375,崔广福,,,,PER,,,,,,,,,
296381,上什,,,,n,,,,,,,,,
296383,王小伟,,,,PER,,,,,,,,,
296385,营产,,,,vn,,,,,,,,,
296387,傍身,,,,v,,,,,,,,,
296391,克劳利,,,,LOC,,,,,,,,,
296393,王睿,,,,PER,,,,,,,,,
296395,美食家,,,,PER,,,,,,,,,
296397,俗气,,,,an,,,,,,,,,
296399,映入,,,,v,,,,,,,,,
296401,务工者,,,,n,,,,,,,,,
296403,科夫斯,,,,nr,,,,,,,,,
296407,揪着,,,,v,,,,,,,,,
296411,名教,,,,v,,,,,,,,,
296413,摔落,,,,v,,,,,,,,,
296415,前位,,,,n,,,,,,,,,
296417,于子,,,,nr,,,,,,,,,
296423,丝质,,,,n,,,,,,,,,
296427,鸡肝,,,,0,,,,,,,,,
296431,房某,,,,nr,,,,,,,,,
296433,拘押,,,,v,,,,,,,,,
296439,帮衬,,,,v,,,,,,,,,
296445,孙强,,,,nr,,,,,,,,,
296447,考区,,,,n,,,,,,,,,
296449,炎夏,,,,t,,,,,,,,,
296451,民联,,,,nz,,,,,,,,,
296453,碳酸钙,,,"3,氧,碳,钙",0,,,,,,,,,
296457,罗竞,,,,PER,,,,,,,,,
296461,从林,,,,v,,,,,,,,,
296463,捣鼓,,,,v,,,,,,,,,
296465,全能王,,,,n,,,,,,,,,
296471,热车,,,,v,,,,,,,,,
296473,蜡像馆,,,,LOC,,,,,,,,,
296475,育婴,,,,vn,,,,,,,,,
296477,翘首,,,,n,,,,,,,,,
296479,失所,,,,n,,,,,,,,,
296481,鞭打,,,"打,线",vn,,,,,,,,,
296483,性趣,,,,n,,,,,,,,,
296487,轮眉,,,,n,,,,,,,,,
296491,鱼身,,,,n,,,,,,,,,
296493,杨伟东,,,,PER,,,,,,,,,
296495,四叶草,,,,0,,,,,,,,,
296499,港行,,,,n,,,,,,,,,
